,id,is_humor,humor_rating,humor_mechanism,humor_target
53,tweet24054,0,1,irony,shaming
54,tweet24055,1,1,irony,shaming
55,tweet24056,1,1,irony,shaming
56,tweet24057,1,1,irony,shaming
57,tweet24058,0,1,irony,shaming
58,tweet24059,1,1,irony,shaming
59,tweet24060,0,1,irony,shaming
60,tweet24061,0,1,irony,shaming
61,tweet24062,1,1,irony,shaming
62,tweet24063,0,1,irony,shaming
63,tweet24064,0,1,irony,shaming
64,tweet24065,1,1,irony,shaming
65,tweet24066,0,1,irony,shaming
66,tweet24067,0,1,irony,shaming
67,tweet24068,1,1,irony,shaming
68,tweet24069,1,1,irony,shaming
69,tweet24070,0,1,irony,shaming
70,tweet24071,0,1,irony,shaming
71,tweet24072,0,1,irony,shaming
72,tweet24073,0,1,irony,shaming
73,tweet24074,0,1,irony,shaming
74,tweet24075,0,1,irony,shaming
75,tweet24076,0,1,irony,shaming
76,tweet24077,0,1,irony,shaming
77,tweet24078,1,1,irony,shaming
78,tweet24079,1,1,irony,shaming
79,tweet24080,1,1,irony,shaming
80,tweet24081,0,1,irony,shaming
81,tweet24082,0,1,irony,shaming
82,tweet24083,0,1,irony,shaming
83,tweet24084,0,1,irony,shaming
84,tweet24085,0,1,irony,shaming
85,tweet24086,1,1,irony,shaming
86,tweet24087,1,1,irony,shaming
87,tweet24088,0,1,irony,shaming
88,tweet24089,1,1,irony,shaming
89,tweet24090,1,1,irony,shaming
90,tweet24091,0,1,irony,shaming
91,tweet24092,0,1,irony,shaming
92,tweet24093,0,1,irony,shaming
93,tweet24094,1,1,irony,shaming
94,tweet24095,0,1,irony,shaming
95,tweet24096,1,1,irony,shaming
96,tweet24097,0,1,irony,shaming
97,tweet24098,0,1,irony,shaming
98,tweet24099,0,1,irony,shaming
99,tweet24100,0,1,irony,shaming
100,tweet24101,1,1,irony,shaming
101,tweet24102,1,1,irony,shaming
102,tweet24103,1,1,irony,shaming
103,tweet24104,1,1,irony,shaming
104,tweet24105,0,1,irony,shaming
105,tweet24106,0,1,irony,shaming
106,tweet24107,1,1,irony,shaming
107,tweet24108,0,1,irony,shaming
108,tweet24109,0,1,irony,shaming
109,tweet24110,1,1,irony,shaming
110,tweet24111,0,1,irony,shaming
111,tweet24112,0,1,irony,shaming
112,tweet24113,1,1,irony,shaming
113,tweet24114,0,1,irony,shaming
114,tweet24115,1,1,irony,shaming
115,tweet24116,0,1,irony,shaming
116,tweet24117,0,1,irony,shaming
117,tweet24118,0,1,irony,shaming
118,tweet24119,0,1,irony,shaming
119,tweet24120,0,1,irony,shaming
120,tweet24121,0,1,irony,shaming
121,tweet24122,0,1,irony,shaming
122,tweet24123,1,1,irony,shaming
123,tweet24124,1,1,irony,shaming
124,tweet24125,0,1,irony,shaming
125,tweet24126,0,1,irony,shaming
126,tweet24127,0,1,irony,shaming
127,tweet24128,0,1,irony,shaming
128,tweet24129,0,1,irony,shaming
129,tweet24130,1,1,irony,shaming
130,tweet24131,0,1,irony,shaming
131,tweet24132,0,1,irony,shaming
132,tweet24133,0,1,irony,shaming
133,tweet24134,0,1,irony,shaming
134,tweet24135,1,1,irony,shaming
135,tweet24136,0,1,irony,shaming
136,tweet24137,0,1,irony,shaming
137,tweet24138,1,1,irony,shaming
138,tweet24139,1,1,irony,shaming
139,tweet24140,0,1,irony,shaming
140,tweet24141,0,1,irony,shaming
141,tweet24142,1,1,irony,shaming
142,tweet24143,0,1,irony,shaming
143,tweet24144,0,1,irony,shaming
144,tweet24145,0,1,irony,shaming
145,tweet24146,1,1,irony,shaming
146,tweet24147,1,1,irony,shaming
147,tweet24148,0,1,irony,shaming
148,tweet24149,0,1,irony,shaming
149,tweet24150,0,1,irony,shaming
150,tweet24151,0,1,irony,shaming
151,tweet24152,0,1,irony,shaming
152,tweet24153,0,1,irony,shaming
153,tweet24154,0,1,irony,shaming
154,tweet24155,1,1,irony,shaming
155,tweet24156,1,1,irony,shaming
156,tweet24157,0,1,irony,shaming
157,tweet24158,0,1,irony,shaming
158,tweet24159,0,1,irony,shaming
159,tweet24160,1,1,irony,shaming
160,tweet24161,0,1,irony,shaming
161,tweet24162,1,1,irony,shaming
162,tweet24163,1,1,irony,shaming
163,tweet24164,0,1,irony,shaming
164,tweet24165,0,1,irony,shaming
165,tweet24166,1,1,irony,shaming
166,tweet24167,1,1,irony,shaming
167,tweet24168,0,1,irony,shaming
168,tweet24169,1,1,irony,shaming
169,tweet24170,1,1,irony,shaming
170,tweet24171,0,1,irony,shaming
171,tweet24172,0,1,irony,shaming
172,tweet24173,0,1,irony,shaming
173,tweet24174,0,1,irony,shaming
174,tweet24175,1,1,irony,shaming
175,tweet24176,0,1,irony,shaming
176,tweet24177,1,1,irony,shaming
177,tweet24178,0,1,irony,shaming
178,tweet24179,0,1,irony,shaming
179,tweet24180,1,1,irony,shaming
180,tweet24181,1,1,irony,shaming
181,tweet24182,1,1,irony,shaming
182,tweet24183,1,1,irony,shaming
183,tweet24184,0,1,irony,shaming
184,tweet24185,1,1,irony,shaming
185,tweet24186,0,1,irony,shaming
186,tweet24187,0,1,irony,shaming
187,tweet24188,0,1,irony,shaming
188,tweet24189,1,1,irony,shaming
189,tweet24190,1,1,irony,shaming
190,tweet24191,0,1,irony,shaming
191,tweet24192,0,1,irony,shaming
192,tweet24193,1,1,irony,shaming
193,tweet24194,0,1,irony,shaming
194,tweet24195,1,1,irony,shaming
195,tweet24196,0,1,irony,shaming
196,tweet24197,1,1,irony,shaming
197,tweet24198,0,1,irony,shaming
198,tweet24199,0,1,irony,shaming
199,tweet24200,0,1,irony,shaming
200,tweet24201,0,1,irony,shaming
201,tweet24202,0,1,irony,shaming
202,tweet24203,0,1,irony,shaming
203,tweet24204,1,1,irony,shaming
204,tweet24205,0,1,irony,shaming
205,tweet24206,1,1,irony,shaming
206,tweet24207,0,1,irony,shaming
207,tweet24208,1,1,irony,shaming
208,tweet24209,0,1,irony,shaming
209,tweet24210,1,1,irony,shaming
210,tweet24211,1,1,irony,shaming
211,tweet24212,0,1,irony,shaming
212,tweet24213,1,1,irony,shaming
213,tweet24214,0,1,irony,shaming
214,tweet24215,0,1,irony,shaming
215,tweet24216,0,1,irony,shaming
216,tweet24217,1,1,irony,shaming
217,tweet24218,1,1,irony,shaming
218,tweet24219,0,1,irony,shaming
219,tweet24220,1,1,irony,shaming
220,tweet24221,0,1,irony,shaming
221,tweet24222,0,1,irony,shaming
222,tweet24223,0,1,irony,shaming
223,tweet24224,0,1,irony,shaming
224,tweet24225,0,1,irony,shaming
225,tweet24226,1,1,irony,shaming
226,tweet24227,0,1,irony,shaming
227,tweet24228,0,1,irony,shaming
228,tweet24229,1,1,irony,shaming
229,tweet24230,0,1,irony,shaming
230,tweet24231,0,1,irony,shaming
231,tweet24232,1,1,irony,shaming
232,tweet24233,1,1,irony,shaming
233,tweet24234,0,1,irony,shaming
234,tweet24235,0,1,irony,shaming
235,tweet24236,1,1,irony,shaming
236,tweet24237,1,1,irony,shaming
237,tweet24238,0,1,irony,shaming
238,tweet24239,0,1,irony,shaming
239,tweet24240,1,1,irony,shaming
240,tweet24241,1,1,irony,shaming
241,tweet24242,1,1,irony,shaming
242,tweet24243,0,1,irony,shaming
243,tweet24244,0,1,irony,shaming
244,tweet24245,1,1,irony,shaming
245,tweet24246,0,1,irony,shaming
246,tweet24247,1,1,irony,shaming
247,tweet24248,1,1,irony,shaming
248,tweet24249,0,1,irony,shaming
249,tweet24250,1,1,irony,shaming
250,tweet24251,0,1,irony,shaming
251,tweet24252,0,1,irony,shaming
252,tweet24253,0,1,irony,shaming
253,tweet24254,1,1,irony,shaming
254,tweet24255,0,1,irony,shaming
255,tweet24256,1,1,irony,shaming
256,tweet24257,1,1,irony,shaming
257,tweet24258,0,1,irony,shaming
258,tweet24259,1,1,irony,shaming
259,tweet24260,0,1,irony,shaming
260,tweet24261,0,1,irony,shaming
261,tweet24262,0,1,irony,shaming
262,tweet24263,0,1,irony,shaming
263,tweet24264,1,1,irony,shaming
264,tweet24265,0,1,irony,shaming
265,tweet24266,1,1,irony,shaming
266,tweet24267,0,1,irony,shaming
267,tweet24268,0,1,irony,shaming
268,tweet24269,1,1,irony,shaming
269,tweet24270,0,1,irony,shaming
270,tweet24271,1,1,irony,shaming
271,tweet24272,1,1,irony,shaming
272,tweet24273,1,1,irony,shaming
273,tweet24274,0,1,irony,shaming
274,tweet24275,1,1,irony,shaming
275,tweet24276,1,1,irony,shaming
276,tweet24277,1,1,irony,shaming
277,tweet24278,1,1,irony,shaming
278,tweet24279,0,1,irony,shaming
279,tweet24280,1,1,irony,shaming
280,tweet24281,0,1,irony,shaming
281,tweet24282,1,1,irony,shaming
282,tweet24283,0,1,irony,shaming
283,tweet24284,1,1,irony,shaming
284,tweet24285,1,1,irony,shaming
285,tweet24286,0,1,irony,shaming
286,tweet24287,1,1,irony,shaming
287,tweet24288,1,1,irony,shaming
288,tweet24289,0,1,irony,shaming
289,tweet24290,1,1,irony,shaming
290,tweet24291,0,1,irony,shaming
291,tweet24292,0,1,irony,shaming
292,tweet24293,1,1,irony,shaming
293,tweet24294,1,1,irony,shaming
294,tweet24295,0,1,irony,shaming
295,tweet24296,1,1,irony,shaming
296,tweet24297,0,1,irony,shaming
297,tweet24298,1,1,irony,shaming
298,tweet24299,0,1,irony,shaming
299,tweet24300,0,1,irony,shaming
300,tweet24301,1,1,irony,shaming
301,tweet24302,0,1,irony,shaming
302,tweet24303,0,1,irony,shaming
303,tweet24304,0,1,irony,shaming
304,tweet24305,1,1,irony,shaming
305,tweet24306,0,1,irony,shaming
306,tweet24307,1,1,irony,shaming
307,tweet24308,1,1,irony,shaming
308,tweet24309,0,1,irony,shaming
309,tweet24310,0,1,irony,shaming
310,tweet24311,1,1,irony,shaming
311,tweet24312,0,1,irony,shaming
312,tweet24313,0,1,irony,shaming
313,tweet24314,0,1,irony,shaming
314,tweet24315,0,1,irony,shaming
315,tweet24316,1,1,irony,shaming
316,tweet24317,0,1,irony,shaming
317,tweet24318,0,1,irony,shaming
318,tweet24319,0,1,irony,shaming
319,tweet24320,1,1,irony,shaming
320,tweet24321,0,1,irony,shaming
321,tweet24322,0,1,irony,shaming
322,tweet24323,1,1,irony,shaming
323,tweet24324,1,1,irony,shaming
324,tweet24325,1,1,irony,shaming
325,tweet24326,1,1,irony,shaming
326,tweet24327,0,1,irony,shaming
327,tweet24328,1,1,irony,shaming
328,tweet24329,1,1,irony,shaming
329,tweet24330,1,1,irony,shaming
330,tweet24331,1,1,irony,shaming
331,tweet24332,1,1,irony,shaming
332,tweet24333,0,1,irony,shaming
333,tweet24334,0,1,irony,shaming
334,tweet24335,0,1,irony,shaming
335,tweet24336,1,1,irony,shaming
336,tweet24337,0,1,irony,shaming
337,tweet24338,0,1,irony,shaming
338,tweet24339,0,1,irony,shaming
339,tweet24340,0,1,irony,shaming
340,tweet24341,0,1,irony,shaming
341,tweet24342,0,1,irony,shaming
342,tweet24343,0,1,irony,shaming
343,tweet24344,0,1,irony,shaming
344,tweet24345,1,1,irony,shaming
345,tweet24346,0,1,irony,shaming
346,tweet24347,0,1,irony,shaming
347,tweet24348,0,1,irony,shaming
348,tweet24349,0,1,irony,shaming
349,tweet24350,1,1,irony,shaming
350,tweet24351,1,1,irony,shaming
351,tweet24352,0,1,irony,shaming
352,tweet24353,0,1,irony,shaming
353,tweet24354,1,1,irony,shaming
354,tweet24355,0,1,irony,shaming
355,tweet24356,1,1,irony,shaming
356,tweet24357,0,1,irony,shaming
357,tweet24358,1,1,irony,shaming
358,tweet24359,0,1,irony,shaming
359,tweet24360,0,1,irony,shaming
360,tweet24361,0,1,irony,shaming
361,tweet24362,0,1,irony,shaming
362,tweet24363,0,1,irony,shaming
363,tweet24364,0,1,irony,shaming
364,tweet24365,1,1,irony,shaming
365,tweet24366,0,1,irony,shaming
366,tweet24367,0,1,irony,shaming
367,tweet24368,0,1,irony,shaming
368,tweet24369,1,1,irony,shaming
369,tweet24370,1,1,irony,shaming
370,tweet24371,0,1,irony,shaming
371,tweet24372,1,1,irony,shaming
372,tweet24373,0,1,irony,shaming
373,tweet24374,0,1,irony,shaming
374,tweet24375,1,1,irony,shaming
375,tweet24376,1,1,irony,shaming
376,tweet24377,0,1,irony,shaming
377,tweet24378,0,1,irony,shaming
378,tweet24379,0,1,irony,shaming
379,tweet24380,0,1,irony,shaming
380,tweet24381,0,1,irony,shaming
381,tweet24382,1,1,irony,shaming
382,tweet24383,1,1,irony,shaming
383,tweet24384,1,1,irony,shaming
384,tweet24385,0,1,irony,shaming
385,tweet24386,1,1,irony,shaming
386,tweet24387,0,1,irony,shaming
387,tweet24388,1,1,irony,shaming
388,tweet24389,0,1,irony,shaming
389,tweet24390,0,1,irony,shaming
390,tweet24391,1,1,irony,shaming
391,tweet24392,1,1,irony,shaming
392,tweet24393,0,1,irony,shaming
393,tweet24394,1,1,irony,shaming
394,tweet24395,0,1,irony,shaming
395,tweet24396,1,1,irony,shaming
396,tweet24397,0,1,irony,shaming
397,tweet24398,0,1,irony,shaming
398,tweet24399,0,1,irony,shaming
399,tweet24400,0,1,irony,shaming
400,tweet24401,1,1,irony,shaming
401,tweet24402,0,1,irony,shaming
402,tweet24403,0,1,irony,shaming
403,tweet24404,1,1,irony,shaming
404,tweet24405,0,1,irony,shaming
405,tweet24406,0,1,irony,shaming
406,tweet24407,0,1,irony,shaming
407,tweet24408,0,1,irony,shaming
408,tweet24409,0,1,irony,shaming
409,tweet24410,1,1,irony,shaming
410,tweet24411,0,1,irony,shaming
411,tweet24412,1,1,irony,shaming
412,tweet24413,1,1,irony,shaming
413,tweet24414,0,1,irony,shaming
414,tweet24415,0,1,irony,shaming
415,tweet24416,1,1,irony,shaming
416,tweet24417,0,1,irony,shaming
417,tweet24418,1,1,irony,shaming
418,tweet24419,0,1,irony,shaming
419,tweet24420,1,1,irony,shaming
420,tweet24421,0,1,irony,shaming
421,tweet24422,1,1,irony,shaming
422,tweet24423,0,1,irony,shaming
423,tweet24424,1,1,irony,shaming
424,tweet24425,0,1,irony,shaming
425,tweet24426,0,1,irony,shaming
426,tweet24427,0,1,irony,shaming
427,tweet24428,0,1,irony,shaming
428,tweet24429,0,1,irony,shaming
429,tweet24430,0,1,irony,shaming
430,tweet24431,1,1,irony,shaming
431,tweet24432,1,1,irony,shaming
432,tweet24433,1,1,irony,shaming
433,tweet24434,0,1,irony,shaming
434,tweet24435,1,1,irony,shaming
435,tweet24436,0,1,irony,shaming
436,tweet24437,1,1,irony,shaming
437,tweet24438,0,1,irony,shaming
438,tweet24439,0,1,irony,shaming
439,tweet24440,0,1,irony,shaming
440,tweet24441,0,1,irony,shaming
441,tweet24442,0,1,irony,shaming
442,tweet24443,1,1,irony,shaming
443,tweet24444,0,1,irony,shaming
444,tweet24445,1,1,irony,shaming
445,tweet24446,1,1,irony,shaming
446,tweet24447,0,1,irony,shaming
447,tweet24448,1,1,irony,shaming
448,tweet24449,1,1,irony,shaming
449,tweet24450,0,1,irony,shaming
450,tweet24451,0,1,irony,shaming
451,tweet24452,0,1,irony,shaming
452,tweet24453,0,1,irony,shaming
453,tweet24454,0,1,irony,shaming
454,tweet24455,0,1,irony,shaming
455,tweet24456,0,1,irony,shaming
456,tweet24457,0,1,irony,shaming
457,tweet24458,1,1,irony,shaming
458,tweet24459,0,1,irony,shaming
459,tweet24460,0,1,irony,shaming
460,tweet24461,0,1,irony,shaming
461,tweet24462,0,1,irony,shaming
462,tweet24463,0,1,irony,shaming
463,tweet24464,0,1,irony,shaming
464,tweet24465,1,1,irony,shaming
465,tweet24466,1,1,irony,shaming
466,tweet24467,0,1,irony,shaming
467,tweet24468,0,1,irony,shaming
468,tweet24469,1,1,irony,shaming
469,tweet24470,0,1,irony,shaming
470,tweet24471,0,1,irony,shaming
471,tweet24472,0,1,irony,shaming
472,tweet24473,0,1,irony,shaming
473,tweet24474,0,1,irony,shaming
474,tweet24475,0,1,irony,shaming
475,tweet24476,1,1,irony,shaming
476,tweet24477,0,1,irony,shaming
477,tweet24478,1,1,irony,shaming
478,tweet24479,0,1,irony,shaming
479,tweet24480,0,1,irony,shaming
480,tweet24481,0,1,irony,shaming
481,tweet24482,1,1,irony,shaming
482,tweet24483,0,1,irony,shaming
483,tweet24484,1,1,irony,shaming
484,tweet24485,0,1,irony,shaming
485,tweet24486,1,1,irony,shaming
486,tweet24487,0,1,irony,shaming
487,tweet24488,1,1,irony,shaming
488,tweet24489,0,1,irony,shaming
489,tweet24490,0,1,irony,shaming
490,tweet24491,0,1,irony,shaming
491,tweet24492,1,1,irony,shaming
492,tweet24493,0,1,irony,shaming
493,tweet24494,0,1,irony,shaming
494,tweet24495,0,1,irony,shaming
495,tweet24496,0,1,irony,shaming
496,tweet24497,0,1,irony,shaming
497,tweet24498,1,1,irony,shaming
498,tweet24499,1,1,irony,shaming
499,tweet24500,0,1,irony,shaming
500,tweet24501,0,1,irony,shaming
501,tweet24502,1,1,irony,shaming
502,tweet24503,1,1,irony,shaming
503,tweet24504,1,1,irony,shaming
504,tweet24505,0,1,irony,shaming
505,tweet24506,0,1,irony,shaming
506,tweet24507,0,1,irony,shaming
507,tweet24508,0,1,irony,shaming
508,tweet24509,1,1,irony,shaming
509,tweet24510,0,1,irony,shaming
510,tweet24511,1,1,irony,shaming
511,tweet24512,1,1,irony,shaming
512,tweet24513,1,1,irony,shaming
513,tweet24514,1,1,irony,shaming
514,tweet24515,0,1,irony,shaming
515,tweet24516,0,1,irony,shaming
516,tweet24517,0,1,irony,shaming
517,tweet24518,1,1,irony,shaming
518,tweet24519,0,1,irony,shaming
519,tweet24520,0,1,irony,shaming
520,tweet24521,0,1,irony,shaming
521,tweet24522,1,1,irony,shaming
522,tweet24523,1,1,irony,shaming
523,tweet24524,1,1,irony,shaming
524,tweet24525,0,1,irony,shaming
525,tweet24526,1,1,irony,shaming
526,tweet24527,1,1,irony,shaming
527,tweet24528,1,1,irony,shaming
528,tweet24529,0,1,irony,shaming
529,tweet24530,0,1,irony,shaming
530,tweet24531,1,1,irony,shaming
531,tweet24532,0,1,irony,shaming
532,tweet24533,0,1,irony,shaming
533,tweet24534,1,1,irony,shaming
534,tweet24535,0,1,irony,shaming
535,tweet24536,1,1,irony,shaming
536,tweet24537,0,1,irony,shaming
537,tweet24538,0,1,irony,shaming
538,tweet24539,0,1,irony,shaming
539,tweet24540,1,1,irony,shaming
540,tweet24541,1,1,irony,shaming
541,tweet24542,0,1,irony,shaming
542,tweet24543,0,1,irony,shaming
543,tweet24544,1,1,irony,shaming
544,tweet24545,0,1,irony,shaming
545,tweet24546,0,1,irony,shaming
546,tweet24547,0,1,irony,shaming
547,tweet24548,1,1,irony,shaming
548,tweet24549,1,1,irony,shaming
549,tweet24550,1,1,irony,shaming
550,tweet24551,1,1,irony,shaming
551,tweet24552,1,1,irony,shaming
552,tweet24553,1,1,irony,shaming
553,tweet24554,0,1,irony,shaming
554,tweet24555,0,1,irony,shaming
555,tweet24556,0,1,irony,shaming
556,tweet24557,0,1,irony,shaming
557,tweet24558,1,1,irony,shaming
558,tweet24559,0,1,irony,shaming
559,tweet24560,1,1,irony,shaming
560,tweet24561,0,1,irony,shaming
561,tweet24562,1,1,irony,shaming
562,tweet24563,0,1,irony,shaming
563,tweet24564,0,1,irony,shaming
564,tweet24565,1,1,irony,shaming
565,tweet24566,0,1,irony,shaming
566,tweet24567,0,1,irony,shaming
567,tweet24568,0,1,irony,shaming
568,tweet24569,0,1,irony,shaming
569,tweet24570,0,1,irony,shaming
570,tweet24571,1,1,irony,shaming
571,tweet24572,0,1,irony,shaming
572,tweet24573,1,1,irony,shaming
573,tweet24574,0,1,irony,shaming
574,tweet24575,0,1,irony,shaming
575,tweet24576,1,1,irony,shaming
576,tweet24577,0,1,irony,shaming
577,tweet24578,0,1,irony,shaming
578,tweet24579,1,1,irony,shaming
579,tweet24580,1,1,irony,shaming
580,tweet24581,1,1,irony,shaming
581,tweet24582,0,1,irony,shaming
582,tweet24583,0,1,irony,shaming
583,tweet24584,0,1,irony,shaming
584,tweet24585,0,1,irony,shaming
585,tweet24586,0,1,irony,shaming
586,tweet24587,0,1,irony,shaming
587,tweet24588,0,1,irony,shaming
588,tweet24589,1,1,irony,shaming
589,tweet24590,0,1,irony,shaming
590,tweet24591,1,1,irony,shaming
591,tweet24592,0,1,irony,shaming
592,tweet24593,1,1,irony,shaming
593,tweet24594,0,1,irony,shaming
594,tweet24595,0,1,irony,shaming
595,tweet24596,0,1,irony,shaming
596,tweet24597,1,1,irony,shaming
597,tweet24598,0,1,irony,shaming
598,tweet24599,1,1,irony,shaming
599,tweet24600,0,1,irony,shaming
600,tweet24601,0,1,irony,shaming
601,tweet24602,0,1,irony,shaming
602,tweet24603,0,1,irony,shaming
603,tweet24604,1,1,irony,shaming
604,tweet24605,0,1,irony,shaming
605,tweet24606,0,1,irony,shaming
606,tweet24607,1,1,irony,shaming
607,tweet24608,0,1,irony,shaming
608,tweet24609,1,1,irony,shaming
609,tweet24610,0,1,irony,shaming
610,tweet24611,1,1,irony,shaming
611,tweet24612,1,1,irony,shaming
612,tweet24613,1,1,irony,shaming
613,tweet24614,0,1,irony,shaming
614,tweet24615,0,1,irony,shaming
615,tweet24616,0,1,irony,shaming
616,tweet24617,1,1,irony,shaming
617,tweet24618,0,1,irony,shaming
618,tweet24619,0,1,irony,shaming
619,tweet24620,0,1,irony,shaming
620,tweet24621,1,1,irony,shaming
621,tweet24622,0,1,irony,shaming
622,tweet24623,0,1,irony,shaming
623,tweet24624,1,1,irony,shaming
624,tweet24625,0,1,irony,shaming
625,tweet24626,0,1,irony,shaming
626,tweet24627,1,1,irony,shaming
627,tweet24628,0,1,irony,shaming
628,tweet24629,1,1,irony,shaming
629,tweet24630,1,1,irony,shaming
630,tweet24631,0,1,irony,shaming
631,tweet24632,1,1,irony,shaming
632,tweet24633,0,1,irony,shaming
633,tweet24634,0,1,irony,shaming
634,tweet24635,1,1,irony,shaming
635,tweet24636,0,1,irony,shaming
636,tweet24637,0,1,irony,shaming
637,tweet24638,1,1,irony,shaming
638,tweet24639,0,1,irony,shaming
639,tweet24640,0,1,irony,shaming
640,tweet24641,0,1,irony,shaming
641,tweet24642,1,1,irony,shaming
642,tweet24643,0,1,irony,shaming
643,tweet24644,1,1,irony,shaming
644,tweet24645,1,1,irony,shaming
645,tweet24646,0,1,irony,shaming
646,tweet24647,0,1,irony,shaming
647,tweet24648,0,1,irony,shaming
648,tweet24649,0,1,irony,shaming
649,tweet24650,0,1,irony,shaming
650,tweet24651,1,1,irony,shaming
651,tweet24652,0,1,irony,shaming
652,tweet24653,1,1,irony,shaming
653,tweet24654,1,1,irony,shaming
654,tweet24655,1,1,irony,shaming
655,tweet24656,1,1,irony,shaming
656,tweet24657,1,1,irony,shaming
657,tweet24658,0,1,irony,shaming
658,tweet24659,0,1,irony,shaming
659,tweet24660,1,1,irony,shaming
660,tweet24661,0,1,irony,shaming
661,tweet24662,1,1,irony,shaming
662,tweet24663,0,1,irony,shaming
663,tweet24664,0,1,irony,shaming
664,tweet24665,1,1,irony,shaming
665,tweet24666,0,1,irony,shaming
666,tweet24667,0,1,irony,shaming
667,tweet24668,1,1,irony,shaming
668,tweet24669,0,1,irony,shaming
669,tweet24670,1,1,irony,shaming
670,tweet24671,1,1,irony,shaming
671,tweet24672,1,1,irony,shaming
672,tweet24673,0,1,irony,shaming
673,tweet24674,0,1,irony,shaming
674,tweet24675,0,1,irony,shaming
675,tweet24676,1,1,irony,shaming
676,tweet24677,1,1,irony,shaming
677,tweet24678,0,1,irony,shaming
678,tweet24679,1,1,irony,shaming
679,tweet24680,0,1,irony,shaming
680,tweet24681,1,1,irony,shaming
681,tweet24682,0,1,irony,shaming
682,tweet24683,0,1,irony,shaming
683,tweet24684,0,1,irony,shaming
684,tweet24685,1,1,irony,shaming
685,tweet24686,1,1,irony,shaming
686,tweet24687,1,1,irony,shaming
687,tweet24688,0,1,irony,shaming
688,tweet24689,1,1,irony,shaming
689,tweet24690,1,1,irony,shaming
690,tweet24691,0,1,irony,shaming
691,tweet24692,0,1,irony,shaming
692,tweet24693,0,1,irony,shaming
693,tweet24694,1,1,irony,shaming
694,tweet24695,0,1,irony,shaming
695,tweet24696,0,1,irony,shaming
696,tweet24697,1,1,irony,shaming
697,tweet24698,0,1,irony,shaming
698,tweet24699,1,1,irony,shaming
699,tweet24700,0,1,irony,shaming
700,tweet24701,1,1,irony,shaming
701,tweet24702,0,1,irony,shaming
702,tweet24703,0,1,irony,shaming
703,tweet24704,0,1,irony,shaming
704,tweet24705,0,1,irony,shaming
705,tweet24706,0,1,irony,shaming
706,tweet24707,1,1,irony,shaming
707,tweet24708,0,1,irony,shaming
708,tweet24709,0,1,irony,shaming
709,tweet24710,0,1,irony,shaming
710,tweet24711,1,1,irony,shaming
711,tweet24712,0,1,irony,shaming
712,tweet24713,1,1,irony,shaming
713,tweet24714,1,1,irony,shaming
714,tweet24715,0,1,irony,shaming
715,tweet24716,1,1,irony,shaming
716,tweet24717,0,1,irony,shaming
717,tweet24718,0,1,irony,shaming
718,tweet24719,0,1,irony,shaming
719,tweet24720,1,1,irony,shaming
720,tweet24721,0,1,irony,shaming
721,tweet24722,1,1,irony,shaming
722,tweet24723,0,1,irony,shaming
723,tweet24724,1,1,irony,shaming
724,tweet24725,0,1,irony,shaming
725,tweet24726,0,1,irony,shaming
726,tweet24727,1,1,irony,shaming
727,tweet24728,0,1,irony,shaming
728,tweet24729,1,1,irony,shaming
729,tweet24730,1,1,irony,shaming
730,tweet24731,0,1,irony,shaming
731,tweet24732,1,1,irony,shaming
732,tweet24733,1,1,irony,shaming
733,tweet24734,0,1,irony,shaming
